route_id,stop_id,boarding_count,offboarding_count,trip_datetime
R1_UP,20,4,33,2024-03-30 06:00:00
R1_UP,1,11,1,2024-03-30 08:15:00
R1_UP,2,2,5,2024-03-30 08:15:00
R1_UP,3,4,4,2024-03-30 08:15:00
R1_UP,5,2,0,2024-03-30 08:15:00
R1_UP,7,5,4,2024-03-30 08:15:00
R1_UP,9,3,0,2024-03-30 08:15:00
R1_UP,11,5,2,2024-03-30 08:15:00
R1_UP,13,3,4,2024-03-30 08:15:00
R1_UP,15,5,4,2024-03-30 08:15:00
R1_UP,16,4,4,2024-03-30 08:15:00
R1_UP,17,0,3,2024-03-30 08:15:00
R1_UP,18,0,2,2024-03-30 08:15:00
R1_UP,19,0,1,2024-03-30 08:15:00
R1_UP,20,0,53,2024-03-30 08:15:00
R1_UP,1,17,4,2024-03-30 14:30:00
R1_UP,2,3,1,2024-03-30 14:30:00
R1_UP,3,1,2,2024-03-30 14:30:00
R1_UP,5,1,5,2024-03-30 14:30:00
R1_UP,7,4,4,2024-03-30 14:30:00
R1_UP,9,5,1,2024-03-30 14:30:00
R1_UP,11,0,5,2024-03-30 14:30:00
R1_UP,13,1,2,2024-03-30 14:30:00
R1_UP,15,5,0,2024-03-30 14:30:00
R1_UP,16,3,1,2024-03-30 14:30:00
R1_UP,17,0,4,2024-03-30 14:30:00
R1_UP,18,0,0,2024-03-30 14:30:00
R1_UP,19,4,1,2024-03-30 14:30:00
R1_UP,20,3,20,2024-03-30 14:30:00
R1_UP,1,11,4,2024-03-30 17:30:00
R1_UP,2,5,4,2024-03-30 17:30:00
R1_UP,3,2,4,2024-03-30 17:30:00
R1_UP,5,1,5,2024-03-30 17:30:00
R1_UP,7,2,1,2024-03-30 17:30:00
R1_UP,9,0,2,2024-03-30 17:30:00
R1_UP,11,3,0,2024-03-30 17:30:00
R1_UP,13,3,2,2024-03-30 17:30:00
R1_UP,15,5,5,2024-03-30 17:30:00
R1_UP,16,3,2,2024-03-30 17:30:00
R1_UP,17,1,5,2024-03-30 17:30:00
R1_UP,18,4,1,2024-03-30 17:30:00
R1_UP,19,4,5,2024-03-30 17:30:00
R1_UP,20,4,43,2024-03-30 17:30:00
R1_UP,1,19,0,2024-03-30 09:30:00
R1_UP,2,4,5,2024-03-30 09:30:00
R1_UP,3,0,0,2024-03-30 09:30:00
R1_UP,5,1,3,2024-03-30 09:30:00
R1_UP,7,0,3,2024-03-30 09:30:00
R1_UP,9,0,5,2024-03-30 09:30:00
R1_UP,11,5,4,2024-03-30 09:30:00
R1_UP,13,2,4,2024-03-30 09:30:00
R1_UP,15,4,2,2024-03-30 09:30:00
R1_UP,16,1,3,2024-03-30 09:30:00
R1_UP,17,0,0,2024-03-30 09:30:00
R1_UP,18,3,3,2024-03-30 09:30:00
R1_UP,19,3,0,2024-03-30 09:30:00
R1_UP,20,1,41,2024-03-30 09:30:00
R1_UP,1,16,1,2024-03-30 18:15:00
R1_UP,2,3,2,2024-03-30 18:15:00
R1_UP,3,1,5,2024-03-30 18:15:00
R1_UP,5,2,0,2024-03-30 18:15:00
R1_UP,7,0,0,2024-03-30 18:15:00
R1_UP,9,3,0,2024-03-30 18:15:00
R1_UP,11,0,3,2024-03-30 18:15:00
R1_UP,13,3,1,2024-03-30 18:15:00
R1_UP,15,1,0,2024-03-30 18:15:00
R1_UP,16,3,3,2024-03-30 18:15:00
R1_UP,17,2,4,2024-03-30 18:15:00
R1_UP,18,2,1,2024-03-30 18:15:00
R1_UP,19,1,3,2024-03-30 18:15:00
R1_UP,20,0,58,2024-03-30 18:15:00
R1_UP,1,17,3,2024-03-30 13:15:00
R1_UP,2,1,5,2024-03-30 13:15:00
R1_UP,3,1,3,2024-03-30 13:15:00
R1_UP,5,1,4,2024-03-30 13:15:00
R1_UP,7,3,1,2024-03-30 13:15:00
R1_UP,9,1,5,2024-03-30 13:15:00
R1_UP,11,1,5,2024-03-30 13:15:00
R1_UP,13,0,3,2024-03-30 13:15:00
R1_UP,15,1,2,2024-03-30 13:15:00
R1_UP,16,1,5,2024-03-30 13:15:00
R1_UP,17,3,0,2024-03-30 13:15:00
R1_UP,18,4,3,2024-03-30 13:15:00
R1_UP,19,1,4,2024-03-30 13:15:00
R1_UP,20,2,4,2024-03-30 13:15:00
R1_UP,1,20,4,2024-03-30 12:45:00
R1_UP,2,5,3,2024-03-30 12:45:00
R1_UP,3,1,3,2024-03-30 12:45:00
R1_UP,5,1,2,2024-03-30 12:45:00
R1_UP,7,5,3,2024-03-30 12:45:00
R1_UP,9,5,3,2024-03-30 12:45:00
R1_UP,11,5,0,2024-03-30 12:45:00
R1_UP,13,5,0,2024-03-30 12:45:00
R1_UP,15,2,3,2024-03-30 12:45:00
R1_UP,16,1,0,2024-03-30 12:45:00
R1_UP,17,2,4,2024-03-30 12:45:00
R1_UP,18,4,1,2024-03-30 12:45:00
R1_UP,19,0,5,2024-03-30 12:45:00
R1_UP,20,2,34,2024-03-30 12:45:00
R1_UP,1,19,1,2024-03-30 12:00:00
R1_UP,2,1,3,2024-03-30 12:00:00
R1_UP,3,0,3,2024-03-30 12:00:00
R1_UP,5,4,0,2024-03-30 12:00:00
R1_UP,7,1,4,2024-03-30 12:00:00
R1_UP,9,5,5,2024-03-30 12:00:00
R1_UP,11,5,0,2024-03-30 12:00:00
R1_UP,13,0,4,2024-03-30 12:00:00
R1_UP,15,0,2,2024-03-30 12:00:00
R1_UP,16,1,0,2024-03-30 12:00:00
R1_UP,17,2,3,2024-03-30 12:00:00
R1_UP,18,4,1,2024-03-30 12:00:00
R1_UP,19,1,5,2024-03-30 12:00:00
R1_UP,20,5,19,2024-03-30 12:00:00
R1_UP,1,14,1,2024-03-30 08:30:00
R1_UP,2,3,3,2024-03-30 08:30:00
R1_UP,3,2,0,2024-03-30 08:30:00
R1_UP,5,2,2,2024-03-30 08:30:00
R1_UP,7,5,1,2024-03-30 08:30:00
R1_UP,9,1,2,2024-03-30 08:30:00
R1_UP,11,1,0,2024-03-30 08:30:00
R1_UP,13,0,5,2024-03-30 08:30:00
R1_UP,15,5,4,2024-03-30 08:30:00
R1_UP,16,0,1,2024-03-30 08:30:00
R1_UP,17,4,2,2024-03-30 08:30:00
R1_UP,18,1,1,2024-03-30 08:30:00
R1_UP,19,0,3,2024-03-30 08:30:00
R1_UP,20,0,61,2024-03-30 08:30:00
R1_UP,1,18,2,2024-03-30 11:15:00
R1_UP,2,3,1,2024-03-30 11:15:00
R1_UP,3,5,5,2024-03-30 11:15:00
R1_UP,5,3,2,2024-03-30 11:15:00
R1_UP,7,1,1,2024-03-30 11:15:00
R1_UP,9,4,0,2024-03-30 11:15:00
R1_UP,11,2,5,2024-03-30 11:15:00
R1_UP,13,5,0,2024-03-30 11:15:00
R1_UP,15,0,3,2024-03-30 11:15:00
R1_UP,16,4,3,2024-03-30 11:15:00
R1_UP,17,1,0,2024-03-30 11:15:00
R1_UP,18,4,5,2024-03-30 11:15:00
R1_UP,19,4,1,2024-03-30 11:15:00
R1_UP,20,1,33,2024-03-30 11:15:00
R1_UP,1,12,3,2024-03-30 06:15:00
R1_UP,2,0,0,2024-03-30 06:15:00
R1_UP,3,0,0,2024-03-30 06:15:00
R1_UP,5,5,5,2024-03-30 06:15:00
R1_UP,7,2,1,2024-03-30 06:15:00
R1_UP,9,1,3,2024-03-30 06:15:00
R1_UP,11,2,1,2024-03-30 06:15:00
R1_UP,13,2,1,2024-03-30 06:15:00
R1_UP,15,0,1,2024-03-30 06:15:00
R1_UP,16,4,0,2024-03-30 06:15:00
R1_UP,17,2,0,2024-03-30 06:15:00
R1_UP,18,5,1,2024-03-30 06:15:00
R1_UP,19,3,2,2024-03-30 06:15:00
R1_UP,20,2,27,2024-03-30 06:15:00
R1_UP,1,19,5,2024-03-30 11:30:00
R1_UP,2,2,5,2024-03-30 11:30:00
R1_UP,3,5,4,2024-03-30 11:30:00
R1_UP,5,2,3,2024-03-30 11:30:00
R1_UP,7,3,3,2024-03-30 11:30:00
R1_UP,9,0,5,2024-03-30 11:30:00
R1_UP,11,1,0,2024-03-30 11:30:00
R1_UP,13,0,0,2024-03-30 11:30:00
R1_UP,15,0,3,2024-03-30 11:30:00
R1_UP,16,5,1,2024-03-30 11:30:00
R1_UP,17,5,2,2024-03-30 11:30:00
R1_UP,18,1,2,2024-03-30 11:30:00
R1_UP,19,0,1,2024-03-30 11:30:00
R1_UP,20,3,18,2024-03-30 11:30:00
R2_UP,5,12,5,2024-03-30 10:00:00
R2_UP,6,0,1,2024-03-30 10:00:00
R2_UP,8,1,3,2024-03-30 10:00:00
R2_UP,10,2,4,2024-03-30 10:00:00
R2_UP,12,3,0,2024-03-30 10:00:00
R2_UP,15,4,3,2024-03-30 10:00:00
R2_UP,18,4,2,2024-03-30 10:00:00
R2_UP,21,3,4,2024-03-30 10:00:00
R2_UP,23,1,3,2024-03-30 10:00:00
R2_UP,25,4,3,2024-03-30 10:00:00
R2_UP,27,0,0,2024-03-30 10:00:00
R2_UP,29,4,1,2024-03-30 10:00:00
R2_UP,31,1,3,2024-03-30 10:00:00
R2_UP,32,5,44,2024-03-30 10:00:00
R2_UP,5,15,0,2024-03-30 13:00:00
R2_UP,6,2,5,2024-03-30 13:00:00
R2_UP,8,3,2,2024-03-30 13:00:00
R2_UP,10,2,5,2024-03-30 13:00:00
R2_UP,12,1,4,2024-03-30 13:00:00
R2_UP,15,1,1,2024-03-30 13:00:00
R2_UP,18,4,4,2024-03-30 13:00:00
R2_UP,21,0,4,2024-03-30 13:00:00
R2_UP,23,2,5,2024-03-30 13:00:00
R2_UP,25,3,2,2024-03-30 13:00:00
R2_UP,27,4,1,2024-03-30 13:00:00
R2_UP,29,1,0,2024-03-30 13:00:00
R2_UP,31,0,2,2024-03-30 13:00:00
R2_UP,32,1,21,2024-03-30 13:00:00
R2_UP,5,18,2,2024-03-30 07:00:00
R2_UP,6,0,4,2024-03-30 07:00:00
R2_UP,8,0,1,2024-03-30 07:00:00
R2_UP,10,2,4,2024-03-30 07:00:00
R2_UP,12,5,2,2024-03-30 07:00:00
R2_UP,15,0,3,2024-03-30 07:00:00
R2_UP,18,3,5,2024-03-30 07:00:00
R2_UP,21,2,1,2024-03-30 07:00:00
R2_UP,23,1,1,2024-03-30 07:00:00
R2_UP,25,2,4,2024-03-30 07:00:00
R2_UP,27,4,5,2024-03-30 07:00:00
R2_UP,29,5,1,2024-03-30 07:00:00
R2_UP,31,3,1,2024-03-30 07:00:00
R2_UP,32,4,47,2024-03-30 07:00:00
R2_UP,5,14,0,2024-03-30 08:45:00
R2_UP,6,1,2,2024-03-30 08:45:00
R2_UP,8,1,2,2024-03-30 08:45:00
R2_UP,10,1,0,2024-03-30 08:45:00
R2_UP,12,2,0,2024-03-30 08:45:00
R2_UP,15,5,3,2024-03-30 08:45:00
R2_UP,18,1,2,2024-03-30 08:45:00
R2_UP,21,0,5,2024-03-30 08:45:00
R2_UP,23,5,2,2024-03-30 08:45:00
R2_UP,25,5,3,2024-03-30 08:45:00
R2_UP,27,1,3,2024-03-30 08:45:00
R2_UP,29,4,5,2024-03-30 08:45:00
R2_UP,31,4,2,2024-03-30 08:45:00
R2_UP,32,4,59,2024-03-30 08:45:00
R2_UP,5,19,2,2024-03-30 19:00:00
R2_UP,6,5,0,2024-03-30 19:00:00
R2_UP,8,0,0,2024-03-30 19:00:00
R2_UP,10,0,0,2024-03-30 19:00:00
R2_UP,12,2,3,2024-03-30 19:00:00
R2_UP,15,4,2,2024-03-30 19:00:00
R2_UP,18,4,0,2024-03-30 19:00:00
R2_UP,21,2,3,2024-03-30 19:00:00
R2_UP,23,0,4,2024-03-30 19:00:00
R2_UP,25,2,5,2024-03-30 19:00:00
R2_UP,27,3,5,2024-03-30 19:00:00
R2_UP,29,2,4,2024-03-30 19:00:00
R2_UP,31,3,1,2024-03-30 19:00:00
R2_UP,32,4,55,2024-03-30 19:00:00
R2_UP,5,13,3,2024-03-30 12:30:00
R2_UP,6,1,1,2024-03-30 12:30:00
R2_UP,8,4,5,2024-03-30 12:30:00
R2_UP,10,1,0,2024-03-30 12:30:00
R2_UP,12,3,3,2024-03-30 12:30:00
R2_UP,15,4,5,2024-03-30 12:30:00
R2_UP,18,2,1,2024-03-30 12:30:00
R2_UP,21,3,5,2024-03-30 12:30:00
R2_UP,23,0,0,2024-03-30 12:30:00
R2_UP,25,3,2,2024-03-30 12:30:00
R2_UP,27,5,1,2024-03-30 12:30:00
R2_UP,29,1,3,2024-03-30 12:30:00
R2_UP,31,5,3,2024-03-30 12:30:00
R2_UP,32,1,21,2024-03-30 12:30:00
R2_UP,5,12,1,2024-03-30 16:15:00
R2_UP,6,0,5,2024-03-30 16:15:00
R2_UP,8,2,2,2024-03-30 16:15:00
R2_UP,10,1,4,2024-03-30 16:15:00
R2_UP,12,2,1,2024-03-30 16:15:00
R2_UP,15,4,5,2024-03-30 16:15:00
R2_UP,18,4,5,2024-03-30 16:15:00
R2_UP,21,4,4,2024-03-30 16:15:00
R2_UP,23,0,3,2024-03-30 16:15:00
R2_UP,25,5,2,2024-03-30 16:15:00
R2_UP,27,2,4,2024-03-30 16:15:00
R2_UP,29,5,5,2024-03-30 16:15:00
R2_UP,31,3,2,2024-03-30 16:15:00
R2_UP,32,3,20,2024-03-30 16:15:00
R2_UP,5,20,4,2024-03-30 18:00:00
R2_UP,6,1,4,2024-03-30 18:00:00
R2_UP,8,5,0,2024-03-30 18:00:00
R2_UP,10,2,5,2024-03-30 18:00:00
R2_UP,12,3,5,2024-03-30 18:00:00
R2_UP,15,5,1,2024-03-30 18:00:00
R2_UP,18,5,4,2024-03-30 18:00:00
R2_UP,21,5,2,2024-03-30 18:00:00
R2_UP,23,1,0,2024-03-30 18:00:00
R2_UP,25,0,3,2024-03-30 18:00:00
R2_UP,27,2,3,2024-03-30 18:00:00
R2_UP,29,2,2,2024-03-30 18:00:00
R2_UP,31,2,1,2024-03-30 18:00:00
R2_UP,32,2,51,2024-03-30 18:00:00
R2_UP,5,16,2,2024-03-30 11:00:00
R2_UP,6,4,4,2024-03-30 11:00:00
R2_UP,8,5,4,2024-03-30 11:00:00
R2_UP,10,1,0,2024-03-30 11:00:00
R2_UP,12,3,5,2024-03-30 11:00:00
R2_UP,15,1,5,2024-03-30 11:00:00
R2_UP,18,3,2,2024-03-30 11:00:00
R2_UP,21,4,2,2024-03-30 11:00:00
R2_UP,23,1,5,2024-03-30 11:00:00
R2_UP,25,2,0,2024-03-30 11:00:00
R2_UP,27,2,2,2024-03-30 11:00:00
R2_UP,29,0,4,2024-03-30 11:00:00
R2_UP,31,1,0,2024-03-30 11:00:00
R2_UP,32,5,20,2024-03-30 11:00:00
R2_UP,5,14,5,2024-03-30 13:15:00
R2_UP,6,0,5,2024-03-30 13:15:00
R2_UP,8,3,1,2024-03-30 13:15:00
R2_UP,10,5,1,2024-03-30 13:15:00
R2_UP,12,1,4,2024-03-30 13:15:00
R2_UP,15,0,4,2024-03-30 13:15:00
R2_UP,18,0,4,2024-03-30 13:15:00
R2_UP,21,1,4,2024-03-30 13:15:00
R2_UP,23,3,4,2024-03-30 13:15:00
R2_UP,25,3,2,2024-03-30 13:15:00
R2_UP,27,0,2,2024-03-30 13:15:00
R2_UP,29,3,2,2024-03-30 13:15:00
R2_UP,31,4,4,2024-03-30 13:15:00
R2_UP,32,2,18,2024-03-30 13:15:00
R2_UP,5,18,3,2024-03-30 09:15:00
R2_UP,6,0,1,2024-03-30 09:15:00
R2_UP,8,5,2,2024-03-30 09:15:00
R2_UP,10,2,1,2024-03-30 09:15:00
R2_UP,12,1,1,2024-03-30 09:15:00
R2_UP,15,3,1,2024-03-30 09:15:00
R2_UP,18,5,0,2024-03-30 09:15:00
R2_UP,21,4,3,2024-03-30 09:15:00
R2_UP,23,2,3,2024-03-30 09:15:00
R2_UP,25,2,3,2024-03-30 09:15:00
R2_UP,27,3,0,2024-03-30 09:15:00
R2_UP,29,3,4,2024-03-30 09:15:00
R2_UP,31,2,0,2024-03-30 09:15:00
R2_UP,32,0,78,2024-03-30 09:15:00
R2_UP,5,12,4,2024-03-30 20:00:00
R2_UP,6,5,5,2024-03-30 20:00:00
R2_UP,8,2,0,2024-03-30 20:00:00
R2_UP,10,3,5,2024-03-30 20:00:00
R2_UP,12,2,1,2024-03-30 20:00:00
R2_UP,15,1,4,2024-03-30 20:00:00
R2_UP,18,1,3,2024-03-30 20:00:00
R2_UP,21,5,5,2024-03-30 20:00:00
R2_UP,23,1,0,2024-03-30 20:00:00
R2_UP,25,3,2,2024-03-30 20:00:00
R2_UP,27,1,0,2024-03-30 20:00:00
R2_UP,29,3,1,2024-03-30 20:00:00
R2_UP,31,1,5,2024-03-30 20:00:00
R2_UP,32,0,50,2024-03-30 20:00:00
R2_UP,5,14,1,2024-03-30 10:15:00
R2_UP,6,2,5,2024-03-30 10:15:00
R2_UP,8,3,2,2024-03-30 10:15:00
R2_UP,10,2,4,2024-03-30 10:15:00
R2_UP,12,4,4,2024-03-30 10:15:00
R2_UP,15,4,0,2024-03-30 10:15:00
R2_UP,18,3,4,2024-03-30 10:15:00
R2_UP,21,5,0,2024-03-30 10:15:00
R2_UP,23,4,1,2024-03-30 10:15:00
R2_UP,25,0,2,2024-03-30 10:15:00
R2_UP,27,5,3,2024-03-30 10:15:00
R2_UP,29,1,5,2024-03-30 10:15:00
R2_UP,31,0,0,2024-03-30 10:15:00
R2_UP,32,0,58,2024-03-30 10:15:00
R2_UP,5,13,2,2024-03-30 18:30:00
R2_UP,6,4,1,2024-03-30 18:30:00
R2_UP,8,0,1,2024-03-30 18:30:00
R2_UP,10,5,2,2024-03-30 18:30:00
R2_UP,12,4,5,2024-03-30 18:30:00
R2_UP,15,0,4,2024-03-30 18:30:00
R2_UP,18,4,4,2024-03-30 18:30:00
R2_UP,21,2,2,2024-03-30 18:30:00
R2_UP,23,1,5,2024-03-30 18:30:00
R2_UP,25,0,4,2024-03-30 18:30:00
R2_UP,27,1,3,2024-03-30 18:30:00
R2_UP,29,4,1,2024-03-30 18:30:00
R2_UP,31,2,3,2024-03-30 18:30:00
R2_UP,32,1,37,2024-03-30 18:30:00
R2_UP,5,13,0,2024-03-30 19:45:00
R2_UP,6,4,1,2024-03-30 19:45:00
R2_UP,8,2,2,2024-03-30 19:45:00
R2_UP,10,1,5,2024-03-30 19:45:00
R2_UP,12,0,4,2024-03-30 19:45:00
R2_UP,15,4,2,2024-03-30 19:45:00
R2_UP,18,1,5,2024-03-30 19:45:00
R2_UP,21,5,2,2024-03-30 19:45:00
R2_UP,23,4,5,2024-03-30 19:45:00
R2_UP,25,3,1,2024-03-30 19:45:00
R2_UP,27,0,4,2024-03-30 19:45:00
R2_UP,29,4,4,2024-03-30 19:45:00
R2_UP,31,0,5,2024-03-30 19:45:00
R2_UP,32,0,51,2024-03-30 19:45:00
R2_UP,5,17,2,2024-03-30 06:15:00
R2_UP,6,1,5,2024-03-30 06:15:00
R2_UP,8,2,4,2024-03-30 06:15:00
R2_UP,10,1,4,2024-03-30 06:15:00
R2_UP,12,3,0,2024-03-30 06:15:00
R2_UP,15,1,4,2024-03-30 06:15:00
R2_UP,18,0,3,2024-03-30 06:15:00
R2_UP,21,5,3,2024-03-30 06:15:00
R2_UP,23,0,2,2024-03-30 06:15:00
R2_UP,25,2,5,2024-03-30 06:15:00
R2_UP,27,4,3,2024-03-30 06:15:00
R2_UP,29,1,1,2024-03-30 06:15:00
R2_UP,31,4,3,2024-03-30 06:15:00
R2_UP,32,2,25,2024-03-30 06:15:00
R2_UP,5,16,4,2024-03-30 10:45:00
R2_UP,6,3,1,2024-03-30 10:45:00
R2_UP,8,0,3,2024-03-30 10:45:00
R2_UP,10,4,3,2024-03-30 10:45:00
R2_UP,12,5,4,2024-03-30 10:45:00
R2_UP,15,3,4,2024-03-30 10:45:00
R2_UP,18,4,5,2024-03-30 10:45:00
R2_UP,21,2,1,2024-03-30 10:45:00
R2_UP,23,1,4,2024-03-30 10:45:00
R2_UP,25,0,2,2024-03-30 10:45:00
R2_UP,27,4,2,2024-03-30 10:45:00
R2_UP,29,0,3,2024-03-30 10:45:00
R2_UP,31,4,3,2024-03-30 10:45:00
R2_UP,32,4,45,2024-03-30 10:45:00
R2_UP,5,19,0,2024-03-30 18:15:00
R2_UP,6,3,2,2024-03-30 18:15:00
R2_UP,8,5,3,2024-03-30 18:15:00
R2_UP,10,5,0,2024-03-30 18:15:00
R2_UP,12,2,0,2024-03-30 18:15:00
R2_UP,15,0,4,2024-03-30 18:15:00
R2_UP,18,4,2,2024-03-30 18:15:00
R2_UP,21,2,5,2024-03-30 18:15:00
R2_UP,23,1,5,2024-03-30 18:15:00
R2_UP,25,0,0,2024-03-30 18:15:00
R2_UP,27,2,3,2024-03-30 18:15:00
R2_UP,29,4,5,2024-03-30 18:15:00
R2_UP,31,2,2,2024-03-30 18:15:00
R2_UP,32,4,62,2024-03-30 18:15:00
R2_UP,5,16,4,2024-03-30 14:30:00
R2_UP,6,1,2,2024-03-30 14:30:00
R2_UP,8,4,4,2024-03-30 14:30:00
R2_UP,10,3,1,2024-03-30 14:30:00
R2_UP,12,2,5,2024-03-30 14:30:00
R2_UP,15,0,5,2024-03-30 14:30:00
R2_UP,18,0,1,2024-03-30 14:30:00
R2_UP,21,5,1,2024-03-30 14:30:00
R2_UP,23,0,4,2024-03-30 14:30:00
R2_UP,25,4,4,2024-03-30 14:30:00
R2_UP,27,5,1,2024-03-30 14:30:00
R2_UP,29,3,1,2024-03-30 14:30:00
R2_UP,31,0,5,2024-03-30 14:30:00
R2_UP,32,3,28,2024-03-30 14:30:00
R2_DOWN,32,16,5,2024-03-30 20:45:00
R2_DOWN,31,0,4,2024-03-30 20:45:00
R2_DOWN,29,1,5,2024-03-30 20:45:00
R2_DOWN,27,0,4,2024-03-30 20:45:00
R2_DOWN,25,4,5,2024-03-30 20:45:00
R2_DOWN,23,3,4,2024-03-30 20:45:00
R2_DOWN,21,5,3,2024-03-30 20:45:00
R2_DOWN,18,5,4,2024-03-30 20:45:00
R2_DOWN,15,4,0,2024-03-30 20:45:00
R2_DOWN,12,4,5,2024-03-30 20:45:00
R2_DOWN,10,4,4,2024-03-30 20:45:00
R2_DOWN,8,2,1,2024-03-30 20:45:00
R2_DOWN,6,5,2,2024-03-30 20:45:00
R2_DOWN,5,3,53,2024-03-30 20:45:00
R2_DOWN,32,15,3,2024-03-30 19:15:00
R2_DOWN,31,3,1,2024-03-30 19:15:00
R2_DOWN,29,1,3,2024-03-30 19:15:00
R2_DOWN,27,2,2,2024-03-30 19:15:00
R2_DOWN,25,4,3,2024-03-30 19:15:00
R2_DOWN,23,3,0,2024-03-30 19:15:00
R2_DOWN,21,5,5,2024-03-30 19:15:00
R2_DOWN,18,2,2,2024-03-30 19:15:00
R2_DOWN,15,4,5,2024-03-30 19:15:00
R2_DOWN,12,1,2,2024-03-30 19:15:00
R2_DOWN,10,2,4,2024-03-30 19:15:00
R2_DOWN,8,1,0,2024-03-30 19:15:00
R2_DOWN,6,5,3,2024-03-30 19:15:00
R2_DOWN,5,1,46,2024-03-30 19:15:00
R2_DOWN,32,16,3,2024-03-30 06:45:00
R2_DOWN,31,2,1,2024-03-30 06:45:00
R2_DOWN,29,4,3,2024-03-30 06:45:00
R2_DOWN,27,3,5,2024-03-30 06:45:00
R2_DOWN,25,4,4,2024-03-30 06:45:00
R2_DOWN,23,0,2,2024-03-30 06:45:00
R2_DOWN,21,0,2,2024-03-30 06:45:00
R2_DOWN,18,2,0,2024-03-30 06:45:00
R2_DOWN,15,3,2,2024-03-30 06:45:00
R2_DOWN,12,1,0,2024-03-30 06:45:00
R2_DOWN,10,2,5,2024-03-30 06:45:00
R2_DOWN,8,1,2,2024-03-30 06:45:00
R2_DOWN,6,2,4,2024-03-30 06:45:00
R2_DOWN,5,0,24,2024-03-30 06:45:00
R2_DOWN,32,15,4,2024-03-30 10:15:00
R2_DOWN,31,4,1,2024-03-30 10:15:00
R2_DOWN,29,2,1,2024-03-30 10:15:00
R2_DOWN,27,2,2,2024-03-30 10:15:00
R2_DOWN,25,2,2,2024-03-30 10:15:00
R2_DOWN,23,0,1,2024-03-30 10:15:00
R2_DOWN,21,2,4,2024-03-30 10:15:00
